utterance_id,emotion,start_sec,end_sec,source_emotion_file,duration_sec,session,speaker,gender_proxy,transcript,source_transcription_file,n_words,wav_path
Ses01M_impro02_M002,sad,19.33,23.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.300000000000001,Ses01,Ses01M,M,I just got a letter I have to go back.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,10,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M002.wav
Ses01M_impro02_M003,sad,27.11,29.825,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.715,Ses01,Ses01M,M,First thing tomorrow morning.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M003.wav
Ses01M_impro02_M006,fru,47.19,49.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.440000000000005,Ses01,Ses01M,M,"I guess they can do it,",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M006.wav
Ses01M_impro02_M007,sad,49.66,58.18,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,8.520000000000003,Ses01,Ses01M,M,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,26,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M007.wav
Ses01M_impro02_M009,sad,75.73,78.6525,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.9224999999999994,Ses01,Ses01M,M,"So yeah, we leave tomorrow...",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M009.wav
Ses01M_impro02_M010,sad,79.18,81.86,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.6799999999999926,Ses01,Ses01M,M,...we're all shipping out.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M010.wav
Ses01M_impro02_M011,sad,82.09,86.28,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.189999999999998,Ses01,Ses01M,M,I just got I feel like I'm in shock actually.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,10,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M011.wav
Ses01M_impro02_M012,sad,88.825,90.655,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,1.8299999999999983,Ses01,Ses01M,M,I don't know.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M012.wav
Ses01M_impro02_M013,sad,95.45,99.875,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.424999999999997,Ses01,Ses01M,M,I guess you're just going to have to have it without me.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,12,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M013.wav
Ses01M_impro02_M014,sad,106.1,114.44,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,8.340000000000003,Ses01,Ses01M,M,"Hey listen, it's going to be okay though, all right?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,10,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M014.wav
Ses01M_impro02_M015,sad,115.0275,117.31,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.282499999999999,Ses01,Ses01M,M,You're going to be fine.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M015.wav
Ses01M_impro02_M016,sad,122.03,126.42,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.390000000000001,Ses01,Ses01M,M,"I'm going to be fine too, okay?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M016.wav
Ses01M_impro02_M017,sad,131.06,137.74,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,6.680000000000007,Ses01,Ses01M,M,I know I have a good... I have a really good group of guys with me.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,16,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M017.wav
Ses01M_impro02_M018,sad,137.75,140.94,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.1899999999999977,Ses01,Ses01M,M,We're going to be okay.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M018.wav
Ses01M_impro02_M019,sad,149.06,152.58,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.5200000000000102,Ses01,Ses01M,M,Do promise me you're going to take a lot of pictures.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M019.wav
Ses01M_impro02_M020,sad,154.43,156.51,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.079999999999984,Ses01,Ses01M,M,I know.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,2,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M020.wav
Ses01M_impro02_M021,sad,163.8,167.56,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.759999999999991,Ses01,Ses01M,M,I just wish there was something I could do.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,9,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M021.wav
Ses01M_impro02_M022,sad,170.94,173.01,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.069999999999993,Ses01,Ses01M,M,Run away?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,2,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M022.wav
Ses01M_impro02_M023,sad,183.77,189.08,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,5.310000000000002,Ses01,Ses01M,M,"I really don't want to go, I don't want to go...",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M023.wav
Ses01M_impro02_M025,sad,214.59,217.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.4499999999999886,Ses01,Ses01M,M,I love you.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro02.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro02/Ses01M_impro02_M025.wav
Ses01M_impro03_F001,sur,10.79,12.08,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.290000000000001,Ses01,Ses01M,M,[BREATHING],/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,1,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F001.wav
Ses01M_impro03_F002,exc,12.37,13.7468,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.3768000000000011,Ses01,Ses01M,M,Why?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,1,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F002.wav
Ses01M_impro03_F003,exc,16.19,17.7425,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.5524999999999984,Ses01,Ses01M,M,Is she on the run?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F003.wav
Ses01M_impro03_F004,exc,19.6,22.1975,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.5975,Ses01,Ses01M,M,"Oh, she just needs to marry you.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F004.wav
Ses01M_impro03_F005,exc,26.0,33.21,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.210000000000001,Ses01,Ses01M,M,That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F005.wav
Ses01M_impro03_F006,exc,35.5,39.235,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.7349999999999994,Ses01,Ses01M,M,That's so cool. Uh huh.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F006.wav
Ses01M_impro03_F007,exc,39.45,43.78,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,4.329999999999998,Ses01,Ses01M,M,[LAUGHTER] Why did she pick you? Where were you?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,9,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F007.wav
Ses01M_impro03_F008,exc,47.32,54.52,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.200000000000003,Ses01,Ses01M,M,You were at a party? And she's like hey. You seem unattached she's like.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F008.wav
Ses01M_impro03_F009,exc,55.9325,59.71,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.7775000000000034,Ses01,Ses01M,M,That's unbelievable... Yeah.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F009.wav
Ses01M_impro03_F010,exc,61.1325,72.19,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,11.057499999999997,Ses01,Ses01M,M,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,32,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F010.wav
Ses01M_impro03_F011,exc,72.4875,80.9,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,8.412500000000009,Ses01,Ses01M,M,"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,25,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F011.wav
Ses01M_impro03_F012,exc,80.93,88.45,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.519999999999996,Ses01,Ses01M,M,"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,33,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F012.wav
Ses01M_impro03_F013,exc,90.11,91.84,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.730000000000004,Ses01,Ses01M,M,Yeah.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,1,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F013.wav
Ses01M_impro03_F014,exc,92.87,96.13,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.259999999999991,Ses01,Ses01M,M,"Dude, you lucked out.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F014.wav
Ses01M_impro03_F015,exc,97.35,103.9875,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,6.637500000000003,Ses01,Ses01M,M,"Yeah.  My colors are blush and beige what is it, do you know?",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,13,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F015.wav
Ses01M_impro03_F016,exc,104.6375,109.06,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,4.422499999999999,Ses01,Ses01M,M,Oh I don't know. [LAUGHTER],/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F016.wav
Ses01M_impro03_F017,neu,113.79,116.7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.9099999999999966,Ses01,Ses01M,M,I don't know get it in cash.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F017.wav
Ses01M_impro03_F018,neu,117.21,118.47,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.2600000000000051,Ses01,Ses01M,M,Yeah.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,1,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F018.wav
Ses01M_impro03_F019,exc,120.03,123.64,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.6099999999999994,Ses01,Ses01M,M,How exciting. You should have a wedding on the beach.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,10,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F019.wav
Ses01M_impro03_F020,exc,123.96,125.74,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.7800000000000011,Ses01,Ses01M,M,"Yeah, at night.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F020.wav
Ses01M_impro03_F021,neu,128.06,131.59,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.530000000000001,Ses01,Ses01M,M,"Oh yeah, absolutely, absolutely.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,4,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F021.wav
Ses01M_impro03_F022,exc,132.16,136.15,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.990000000000009,Ses01,Ses01M,M,How exciting.  You should make her bring all your friends too.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F022.wav
Ses01M_impro03_F023,exc,136.29,144.07,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.780000000000001,Ses01,Ses01M,M,[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F023.wav
Ses01M_impro03_F024,exc,144.61,146.41,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.799999999999983,Ses01,Ses01M,M,Incredible.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,1,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F024.wav
Ses01M_impro03_F025,exc,147.17,150.845,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.6750000000000114,Ses01,Ses01M,M,"you're a lucky, lucky, lucky man.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F025.wav
Ses01M_impro03_F026,exc,151.26,153.9075,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.647500000000008,Ses01,Ses01M,M,"Oh, totally. Yeah.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_F026.wav
Ses01M_impro03_M000,exc,2.92,5.56,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.6399999999999997,Ses01,Ses01M,M,The craziest thing just happened to me.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M000.wav
Ses01M_impro03_M001,exc,6.31,11.57,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,5.260000000000001,Ses01,Ses01M,M,This girl; she just offered me fifty thousand dollars to marry her.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,12,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M001.wav
Ses01M_impro03_M003,neu,13.26,16.87,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.610000000000001,Ses01,Ses01M,M,"Well, she's not a citizen so she wants to get a visa.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,12,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M003.wav
Ses01M_impro03_M004,exc,17.28,26.54,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,9.259999999999998,Ses01,Ses01M,M,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,37,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M004.wav
Ses01M_impro03_M005,exc,26.6,30.79,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,4.189999999999998,Ses01,Ses01M,M,That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M005.wav
Ses01M_impro03_M006,neu,32.05,39.5125,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.462500000000006,Ses01,Ses01M,M,"She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,20,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M006.wav
Ses01M_impro03_M007,exc,39.5775,47.66,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,8.082499999999996,Ses01,Ses01M,M,"Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,22,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M007.wav
Ses01M_impro03_M008,exc,48.08,63.1475,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,15.067500000000003,Ses01,Ses01M,M,"Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,58,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M008.wav
Ses01M_impro03_M010,exc,70.95,73.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.6799999999999926,Ses01,Ses01M,M,It's like I'm really going to get married. We'll have like the whole thing.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M010.wav
Ses01M_impro03_M011,exc,73.67,75.96,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.289999999999992,Ses01,Ses01M,M,"Oh, good. [LAUGHTER]",/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M011.wav
Ses01M_impro03_M012,exc,80.76,82.48,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.7199999999999989,Ses01,Ses01M,M,I know. What do you think I should-,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,8,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M012.wav
Ses01M_impro03_M013,exc,84.5075,86.66,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.1525000000000034,Ses01,Ses01M,M,Oh good idea.,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Transcriptions/Ses01M_impro03.txt,3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/Sentences/Wav/Ses01M_impro03/Ses01M_impro03_M013.wav
